X,Y,Z,Roll,Pitch,Yaw
0.5,-0.75,-0.002236213,16.56,-1.05,-0.87
0.25,-0.25,-0.004761003,16.88,-4.17,2.25
-0.25,0.25,0.006834223,16.65,-1.06,-0.87
0.5,0,0.001165439,16.62,-1.03,-0.88
0,-0.75,-0.001171341,16.59,-4.18,2.25
0,0,0,16.57,-4.19,2.25
0,-0.25,-0.002236213,16.53,-4.19,2.25
0.137873718,0,-0.001138853,16.13,-1.09,-0.87
0,-0.25,-0.180407751,3.45,-2.14,2.8
1.395346837,0.25,0.001680491,-23.74,-2.15,3.04
0.5,-0.5,0.096519284,-10.99,-4.19,2.48
0,-0.25,-0.005678294,16.27,-4.21,2.25
0,0,0.001537339,16.27,-1.13,-0.86
-0.25,0.25,-0.00626475,16.01,-4.18,2.26
0.25,-0.25,0.00489279,16.11,-4.25,2.27
0.25,0.25,-0.004806295,16.15,-4.22,2.27
0.5,0.5,0.000644213,16.59,-1.1,-0.86
0,0.25,-0.00028496,16.91,-1.04,-0.87
0.75,0.25,-0.002946103,16.95,-1.05,-0.87
0.545476814,0,0.005620765,17.54,-4.1,2.24
1.822749353,-0.5,-0.166413846,3.26,-2.12,2.8
1,1,0.092684667,-8.93,-1.03,-0.67
0.5,-0.5,-0.001800476,18.73,-0.91,-0.92
0.25,0.5,0.000684567,19.31,-4,2.2
-0.75,0,-0.002424555,18.99,-3.99,2.19
-0.5,0,-0.000662272,19.02,-4.03,2.21
-1,0,-0.004389257,18.68,-4.03,2.22
-1.5,0,-0.004737926,18.59,-0.91,-0.91
-1.75,0,-0.002274247,18.02,-0.95,-0.88
-1.75,0,-0.004976787,17.64,-4.08,2.27
1.814240185,0.25,-0.008606677,17.31,-1.01,-0.83
1.049281908,-1.25,-0.119504173,3.01,-1.96,2.8
0.079128898,1.5,0.070193538,-10.44,-4.35,2.56
-1.5,0.25,-0.004226713,15.46,-4.25,2.38
-1.5,0.75,-0.00597231,15.8,-4.23,2.39
-1.5,0.5,-0.003395272,15.19,-4.23,2.41
-1.5,0.25,-0.004828002,15.01,-4.25,2.43
-1,0.75,-0.004302474,14.81,-1.14,-0.68
-1.25,0,-0.00134286,14.61,-4.23,2.46
-1.25,0.5,-0.005171184,14.03,-4.26,2.48
-0.25,1,-0.003055847,14.38,-4.27,2.49
1.650965392,0.75,0.000286639,14.19,-1.12,-0.63
0.725906287,1.780631128,-0.062514251,3.42,-1.67,2.8
0,-0.5,0.045085009,25.64,0,0
-0.5,0,-0.005025502,11.24,0,0
0,0,-0.002464866,11.23,0,0
-0.5,1.682175249,-0.003900935,-28.51,0,0
-0.5,-0.25,-0.005056251,13.22,-1.13,-0.58
1,0.37463629,-0.000872445,52.88,0,0
-1,1.791204292,-0.000168255,4.67,0,0
-2,0.25,-0.00335546,50.96,-4.99,1.94
-0.5,1.746225841,0.003604841,56.88,0,0
0.638807936,0,-0.002359889,10.99,0,0
0.542313007,0.25,-0.036327953,-37.73,0,0
0,-0.25,0.030771203,24.92,0,0
0,1,-0.004686153,10.81,0,0
1,0,0,10.92,0,0
-0.5,1.873802888,-0.000355598,5.12,0,0
-0.5,0,0.002331839,51.13,-5.08,1.93
-1.5,-0.25,0.000179041,51.04,-1.96,-1.19
0,1.090438634,0.005001551,56.92,0,0
-1,0,0,10.92,0,0
-0.5,0,0,10.85,0,0
0.465121743,0,0.002327317,10.91,0,0
0.639127146,0,-0.040169557,-37.51,0,0
0,0,0.033505035,24.5,0,0
0,1.59731515,2.83E-05,5.91,0,0
-0.5,0.5,-0.001502441,52.05,-5.19,1.98
-0.25,0,0.002952414,52.29,1.09,-1.18
-0.5,0.5,-0.000156623,52.67,-5.22,1.99
0,0.5,0.00356376,53.28,-2.11,-1.12
0.25,1,-0.00164493,53.3,-2.15,-1.14
0,0.914861562,0.006167338,56.37,0,0
0,0,0,10.87,0,0
1.53685193,0,0.004851729,11,0,0
0.907956985,-1,-0.057995165,-37.73,0,0
0,0.25,0.042977289,23.91,-1.93,2.92
0.276677105,1.75,0.007615473,11.04,0,0
0.832288919,0.584837916,0.007110811,-6.55,0,0
0,0.192466649,-0.044022684,24.3,-1.32,-0.91
0.25,0.5,-0.001771537,24.13,-0.78,-0.91
0.5,0.5,0.002480967,24.09,-3.91,2.22
0.25,0.75,0.000132284,24.08,-0.78,-0.92
1.25,1.25,0.002342478,24.16,-3.93,2.22
0.25,1.25,-0.000342967,24.17,-0.77,-0.92
1.738850481,1.25,0.002361511,24.23,-3.92,2.22
0.559322455,0.393334635,-0.134606613,19.22,-1.23,-0.7
1,0.68763763,0.059932233,24.27,-0.39,-0.93
1.5,0.62593641,0.001486532,24.24,-0.77,-0.93
1.25,1.089152762,0.002093576,24.32,-3.9,2.21
1.839882686,1.57230092,0.00439211,24.26,-3.9,2.2
1,0.19827479,0.002920213,24.49,-0.77,-0.94
1.25,1.5,0.001578778,24.51,-0.76,-0.94
1.25,0.979583291,0.003475347,24.48,-0.75,-0.95
2,1.4349879,0.003399053,24.57,-0.76,-0.95
1.5,0.226640385,0.003293784,24.64,-3.88,2.18
1.750717323,1.379112362,0.003465579,24.75,-0.75,-0.97
1.175725642,1.382309688,-0.198610385,19.27,-1.29,-0.7
1.75,0.557649453,0.070953524,24.88,-0.31,-0.97
1.086104608,0.519411531,0.003655456,24.82,-3.86,2.15
1.5,1.482428106,-0.007161409,24.85,-3.91,2.17
2,1.75,0.003540232,24.87,-3.87,2.16
1.25,1.75,0.004645371,25.01,-0.73,-0.98
0.046861304,1.778484903,0.002668819,24.99,-3.86,2.15
1,0.101278566,0.00385833,25.15,-0.74,-0.99
1.75,1.5,0.001866513,25.2,-0.73,-1
1.75,0.496374864,0.005099094,25.18,-0.72,-1
1.714654685,0.293211106,0.005564548,25.37,-3.86,2.13
1.084758058,1.373591107,-0.276832979,19.27,-1.35,-0.7
1.75,0.843952745,0.078859613,25.34,-3.32,2.11
2,0.282553577,0.007478939,25.46,-3.85,2.11
2,0.000486768,0.005886215,25.65,-3.84,2.11
1.5,1.699089721,0.003452751,25.66,-0.7,-1.04
2,1.457135763,0.004847292,25.66,-0.7,-1.04
0.75,0.545890078,0.008697171,25.79,-3.82,2.09
1.25,1.5,0.002470015,25.69,-3.81,2.08
1.25,0.056135435,0.002722215,25.81,-0.7,-1.06
0.75,2,0.005759941,25.83,-3.81,2.07
0.433049335,1.5,0.001354556,25.96,-0.7,-1.06
0,0.353649578,-0.43967588,19.31,-1.41,-0.7
0.832686941,0,0,19.3,-0.85,-0.7
2,0.136447644,0.086840635,25.86,-0.11,-1.06
-0.25,0.298065669,0.009883816,25.88,-0.67,-1.07
0.25,0.25,0.001943272,25.55,-3.83,2.08
-0.5,0.25,-0.001431772,25.89,-0.68,-1.07
0.25,0,0.002282294,25.63,-0.69,-1.07
0,0,-0.002209675,25.74,-3.81,2.07
-0.25,0,0,25.71,-3.82,2.07
0,0,0.00236831,25.51,-3.83,2.07
-0.75,0,-0.003564447,25.82,-0.7,-1.06
0.36293387,-0.5,0.001854039,25.5,-3.81,2.07
0.795495181,0.477280485,-0.480917549,19.39,-1.43,-0.7
-0.25,0.623862822,0.088171454,25.65,-3.24,2.07
-0.25,0,-0.001136133,25.77,-0.7,-1.06
0,0,0.000110225,25.62,-3.82,2.07
0,0,0,25.64,-3.83,2.07
-0.25,0,0,25.64,-3.83,2.07
0,0.25,-0.002616047,25.7,-3.83,2.08
-0.25,-0.25,0.001460011,25.69,-0.7,-1.06
-0.75,0.25,-0.00136461,25.55,-3.81,2.07
0,-0.5,0.001124425,25.44,-0.72,-1.05
0.574186842,-0.5,-0.000302625,25.41,-3.83,2.08
1.204267122,0.357817006,-0.461586897,19.38,-1.42,-0.7
-1,1.090809017,0.087486473,25.3,-3.28,2.09
-1,-0.75,-0.003999381,25.35,-3.85,2.09
-1,-1.5,-0.002478395,25.28,-3.85,2.1
-1.5,-1,-0.00615231,25.41,-3.85,2.1
-2,0.932540307,-0.0038197,25.32,-3.85,2.11
-1.75,0.333128545,-0.006584301,25.11,-3.86,2.11
-2,1.024190515,-0.00702247,25.02,-3.86,2.12
-1.75,1.128948545,-0.004424635,24.98,-3.88,2.13
-2,1.882235648,-0.005828206,25.08,-3.88,2.13
1.151162292,1.037659056,-0.006208105,25.05,-0.75,-1
0.672319909,1.672457976,-0.297344709,19.36,-1.34,-0.7
0.636199174,0.560254434,0.077673171,25,-0.24,-1
-2,1.158550968,0.019152694,25.09,-3.83,2.12
-1.5,0.836959873,-0.005296849,25.15,-0.73,-1.02
-2,0.467062435,-0.007189459,25.29,-0.74,-1.01
-2,0.94180591,-0.003436489,25.03,-3.88,2.13
-2,0.147793878,-0.005354403,25.06,-3.88,2.13
0.1198197,0.164597813,-0.008031985,24.99,-0.76,-1
1.745192736,0.192310583,-0.005994032,25.03,-0.76,-0.99
0.178815699,1.406855629,-0.005475938,25.05,-3.88,2.15
1.004707908,0.328793919,-0.006451571,24.89,-0.76,-0.99
1.750068907,0.81047006,-0.208286696,19.48,-1.34,-0.7
1.266806068,0.758210634,0.068944887,24.67,-3.41,2.15
0.061961928,1.046358058,-0.004571526,24.65,-0.78,-0.97
-2,1.878576247,-0.005994358,24.81,-3.92,2.17
0.227385144,0.074212413,-0.005197537,24.79,-0.79,-0.96
-1.75,1.871948504,-0.002982586,24.62,-3.91,2.18
-1.75,1.818125196,-0.005462004,24.72,-3.92,2.19
0.28248088,1.453763785,-0.003789879,24.57,-3.92,2.19
0.779616497,1.806422904,-0.012829792,24.98,-0.8,-0.94
0.578572356,1.189035614,-0.001371901,24.81,-3.92,2.2
1.983332101,1.159524335,0.114377364,10.28,-1.52,-0.57
1.835322211,0.435302626,-0.000303648,13.44,-4.43,2.57
0.116996474,0.617171015,-0.031522997,5.35,-1.77,2.8
0.642487093,0.463013461,0.027680233,-15.88,-4.81,2.79
0.141955612,-1.25,0.003046181,13.46,-4.46,2.57
1.497115837,0.313197932,0.010584662,18.48,0,0
1.388894177,1.479490649,-0.011945357,-22.93,0,0
-2,1.127697643,0.113274862,11.2,-1.52,-0.55
0.600960025,0,-0.0007358,13.27,-4.4,2.58
-1.25,0.25,0.005286749,12.99,-4.39,2.58
-1,0.5,-0.002001511,13.05,-4.43,2.6
0.879207294,0.75,0.003689988,12.94,-1.25,-0.54
0.162642473,0.75,0.010837698,17.87,0,0
0.89039377,0.80923286,-0.012089666,-22.75,0,0
1.464227567,1.555150871,-0.087140807,20.03,-1.22,-0.7
0,0.416398958,0.04641616,22.09,-0.5,-0.87
0,0.5,0,22.82,-4,2.27
0,0.75,0.000453289,22.89,-0.9,-0.86
0.75,1,0.000752035,22.67,-3.98,2.27
0.25,0.75,-0.00162174,22.79,-0.88,-0.86
0.5,1,-0.001829232,22.8,-4.01,2.28
0.25,1,0.000228002,22.62,-0.86,-0.87
0.25,0.5,0.000110729,22.64,-4.01,2.27
0,0.75,-0.001072561,22.76,-0.87,-0.86
0.969499589,0,0,22.71,-0.87,-0.86
1.842548109,1,-0.078865369,20.03,-1.19,-0.7
0.25,-1,0.044804836,21.87,-3.64,2.27
0,-0.5,0.000119194,22.73,-0.88,-0.86
0.5,0.5,-0.000229491,22.76,-0.86,-0.86
-0.25,-0.5,0.000743903,22.76,-0.86,-0.87
0.5,0,0.00062577,22.81,-0.87,-0.87
0.5,-0.5,0.000748413,22.81,-0.86,-0.87
0.5,0,0,22.72,-3.98,2.26
0.5,0,0.000522456,22.8,-3.99,2.26
0.5,0,0.00052427,22.85,-3.99,2.26
0.608481926,0,-0.00092975,22.81,-3.99,2.25
0.820737864,2,-0.082478411,20.06,-1.24,-0.7
0.5,-2,0.047295475,22.09,-3.61,2.25
1,0.25,-0.000198551,22.9,-3.99,2.25
0.75,0.5,0.00053307,23.03,-4,2.25
0.5,0.25,-0.000829699,22.98,-0.84,-0.89
1.5,1,0.000534397,23.02,-0.85,-0.89
0.5,0.5,0.000772333,23.03,-0.85,-0.89
1,1,0.000539026,23.08,-0.85,-0.9
0.5,1.5,-0.000238504,23.1,-3.98,2.24
1,1,0.00101542,23.02,-0.85,-0.89
0.294868495,1.25,-0.000966878,23.04,-3.98,2.24
1.770971246,1.444581462,-0.088743015,20.03,-1.25,-0.7
1,0.723562412,0.048202823,22.33,-3.58,2.24
0.5,1.25,-0.00072238,23.01,-3.98,2.24
1.37067955,0.5,0.000781963,23.01,-3.98,2.24
1.25,0.018043777,-0.000799329,25.71,-3.89,2.19
1,1,0.003098228,24.96,-0.77,-0.94
0.5,1.75,-0.000680364,24.89,-3.9,2.2
0.75,0.25,0.002124717,24.81,-3.9,2.2
0.5,1.25,0.000502261,24.9,-0.77,-0.94
0.25,0.5,-0.000287842,25.05,-0.79,-0.94
1.384926113,0,0.001282086,24.85,-0.76,-0.94
0,0.038598133,-0.099333113,19.23,-1.26,-0.7
1.647999096,0,0,19.3,-0.85,-0.7
0.5,1.823425932,0.050798722,25.01,-0.36,-0.94
1,0.75,-0.000160634,24.9,-3.9,2.19
2,1.5,0.001660627,24.94,-3.91,2.2
1.5,1.199333962,-0.001071669,25.02,-0.77,-0.94
1.25,1.759090421,0.002924612,25.03,-0.76,-0.94
1.25,0.357267128,0.003066323,24.93,-3.89,2.19
1,1.085792207,0.00149729,25.02,-0.78,-0.95
1.5,1.917382596,0.004151908,24.94,-0.77,-0.95
1,1.002200388,0.001992137,24.99,-0.76,-0.95
0.227221054,0.052255191,0.002467359,24.93,-0.77,-0.95
1.718045572,1.623234419,-0.13118512,19.2,-1.27,-0.7
1,1.841377324,0.060185253,24.97,-3.47,2.18
1,1.463668048,0.002536867,24.87,-0.76,-0.95
1,0.197329912,0.001830178,24.81,-0.76,-0.95
0.75,0.78354178,0.001204007,24.88,-0.75,-0.95
0.75,1.74002414,0.00204515,24.68,-3.89,2.18
0.25,0.982631756,0.001508479,24.85,-0.77,-0.95
0.25,1.489231186,0.001748534,24.83,-0.76,-0.95
0.75,1.75,0.001896554,24.73,-3.89,2.19
0.25,1.25,-0.000952936,24.7,-0.76,-0.95
0.647546187,1.25,0.002523753,24.77,-3.9,2.19
0.916018101,1.215972787,-0.171494153,19.2,-1.27,-0.7
0,0.538467903,0.065917245,24.9,-3.47,2.18
0.75,1.75,0.001109082,24.76,-0.77,-0.95
0.75,1.5,0.001799514,24.68,-3.89,2.18
1,1.5,0.000805146,24.81,-0.77,-0.95
1,1.5,0.001641994,24.85,-0.76,-0.96
1,1.5,0.001658247,24.89,-0.75,-0.96
0,0.75,0.002798857,24.94,-0.75,-0.96
1.5,0.402110941,0.0064341,24.56,-3.9,2.18
1,1,0.000695197,24.67,-3.89,2.17
1.833054227,0.5,0.001756926,24.73,-3.88,2.17
1.539233998,1.35612294,-0.219457938,19.26,-1.3,-0.7
0.25,1.86000257,0.07323863,24.84,-0.3,-0.97
0.25,0,0.000885196,24.78,-3.87,2.16
0,0,-0.000171001,24.92,-0.76,-0.97
0,0,0,24.9,-0.75,-0.97
0.5,0.5,-0.002032239,24.84,-3.88,2.16
0,-0.25,0.001899406,24.91,-0.75,-0.98
0,0,0,24.91,-0.75,-0.98
0,0.25,-0.001199859,24.9,-3.88,2.16
0.25,0.25,0.001188915,24.86,-3.88,2.16
1.95410215,0,0.000888326,24.82,-3.86,2.15
0.902345579,1.117370982,-0.234434975,19.3,-1.32,-0.7
0.5,0.171379582,0.074149108,25.02,-3.41,2.16
1.25,0.096635256,0.001492771,24.87,-0.76,-0.98
0.75,1.321362478,0.002746088,24.85,-3.86,2.15
2,1.947273327,0.00316493,24.86,-3.88,2.15
1.25,1.456578018,0.005844525,24.99,-0.73,-0.99
0.282642348,1.840407832,0.003843016,24.69,-0.75,-0.99
0.202177482,0.31050919,0.007483262,25.28,-0.73,-1
0.68745197,1.848533911,0.005508082,25.13,-0.71,-1.01
1.75,0.072730131,0.006381094,25.32,-0.72,-1.02
1.346933498,0.106116843,0.005392952,25.3,-3.84,2.11
0.450485645,0.534499444,-0.364155039,19.37,-1.39,-0.69
1.5,1.437316197,0.08468012,25.4,-0.17,-1.03
0.5,1.552496035,0.003680084,25.43,-0.71,-1.03
0.5,1,0.00141298,25.4,-3.84,2.1
-0.25,1.75,0.002347971,25.45,-0.71,-1.04
0.75,-0.5,0.002761535,25.21,-0.73,-1.03
-0.25,0.5,-0.001848612,25.6,-0.69,-1.04
0,-1,0.000132685,25.4,-3.83,2.09
-0.5,-1,0,25.44,-3.84,2.09
-0.25,-1.25,0.000265522,25.28,-3.86,2.1
1.281328969,-1,-0.003764833,25.56,-0.7,-1.04
0.504968976,0.890868756,-0.407027824,19.34,-1.39,-0.7
-0.75,0.484993366,0.085759839,25.41,-3.28,2.09
-0.25,0.06244316,-0.003195605,25.23,-0.73,-1.03
-1.5,0.247462945,-0.002749622,25.59,-0.71,-1.04
-0.75,1.051531648,-0.002990091,25.28,-0.74,-1.03
-1,0.28349425,-0.005495249,25.66,-3.83,2.1
0.317667623,1.627407299,-0.003618314,25.61,-3.84,2.1
-1.25,1.120403159,-0.006911379,25.13,-0.73,-1.02
0.11133997,0.90898555,-0.004222144,25.62,-3.85,2.11
0.921219487,1.916591538,0.012493085,25.25,-3.84,2.1
1.583477508,0.319531286,-0.008276156,25.43,-3.87,2.11
1.565638517,0.342494763,-0.325481248,19.47,-1.4,-0.69
1.506352347,0.51514956,0.079600201,25.08,-0.19,-1.02
0.823320277,1.338747028,-0.007413225,25.19,-3.89,2.12
1.581065739,0.700822939,-0.009389855,25.29,-3.87,2.12
0.93062643,0.25482367,-0.007956068,25.26,-3.9,2.14
0.702912213,1.665359117,-0.007801317,25.12,-3.88,2.14
0.239474763,0.256464069,-0.007441484,25.13,-0.78,-0.98
-1.5,0.855799008,-0.004926072,24.84,-0.79,-0.97
-2,1.236153649,-0.005725877,25.15,-0.77,-0.97
-2,0.888715934,-0.005517634,25.02,-3.9,2.17
1.86529487,1.619876777,-0.003168086,24.95,-3.91,2.17
1.051133949,0.8639185,-0.153411761,19.43,-1.31,-0.7
-1.5,1.261307907,0.061464066,24.9,-0.33,-0.96
-1.25,0.083408587,-0.004141696,24.82,-3.89,2.17
-1.25,1.031830671,-0.003329023,24.93,-0.78,-0.96
0.558241621,1.793379035,-0.004934824,24.81,-3.91,2.18
1.861911233,1.025410831,-0.000963111,25.34,-0.75,-0.97
0.107103032,1.524932651,-0.00336017,25.33,-0.77,-0.96
0.930810631,1.925351474,0.000616918,22.57,-0.84,-0.93
1.617627975,1.012215895,-0.001001018,23.39,-3.97,2.21
-2,0.01425043,-0.001080242,23.3,-3.99,2.22
1.500164774,1.333959164,0.000123334,23.37,-3.99,2.22
0.673876335,0.690423035,-0.10775802,20.14,-1.29,-0.69
0.335920065,0.610613266,0.052685724,22.45,-0.41,-0.91
0.623187174,1.013677016,-0.00129107,23.14,-3.98,2.22
-2,1.350886061,-0.000709521,23.17,-3.99,2.23
-1.75,-1.75,0.00142445,23.14,-4,2.24
-1.25,-1.25,-0.00068227,23.29,-0.88,-0.89
-1.75,-1,-0.00305943,23.06,-3.99,2.24
-1,-0.5,-0.001440415,23.12,-0.88,-0.89
-0.75,-0.25,-0.000317573,23.03,-0.87,-0.88
-1,0.25,0.000341243,22.92,-4,2.26
1.254455728,0.5,-0.001311291,22.87,-4.02,2.26
0,1.0894215,-0.095374434,20.2,-1.23,-0.7
0.166440887,0,0,19.3,-0.85,-0.7
0.929275003,0.540227465,0.048733726,21.98,-0.5,-0.87
-0.5,1.335702578,-0.00677629,22.71,-4.04,2.29
0.097957537,0.75,-0.001486173,22.61,-4.02,2.29
-0.5,0.080117331,0.003680622,22.48,-4.02,2.29
0,0.75,-0.001508673,22.59,-4.03,2.3
0,1,-0.000996846,22.48,-4.04,2.3
0.25,0.75,0.000781491,22.51,-4.03,2.3
0.5,1.25,-0.001417463,22.42,-4.04,2.3
0.75,1.5,-0.00021311,22.57,-0.92,-0.83
0.877565604,0.75,-0.00064789,22.34,-4.02,2.3
1.515815464,0.306757289,-0.075005075,20.31,-1.18,-0.69
0.75,0.511643462,0.043486863,21.51,-0.58,-0.82
0.75,1.5,0.000129709,22.3,-4.02,2.31
0.75,1.25,-0.000905232,22.3,-4.03,2.31
1,0.720716647,-0.001603656,22.34,-4.05,2.31
1,0.804652906,0,22.3,-0.91,-0.82
1,1.362182936,0,22.25,-0.91,-0.82
1,1.09360584,-0.002727858,22.07,-0.91,-0.82
-0.5,0.72496018,-0.000753035,21.96,-4.05,2.33
0.5,-1.75,-0.000394174,22.2,-0.91,-0.81
1.831081865,0.928271592,-0.002939289,21.92,-0.91,-0.81
0.856430347,1.233992847,-0.06242037,20.18,-1.13,-0.7
0.75,0.063180336,0.037566626,20.91,-3.76,2.33
0.75,0.321560108,-0.004155428,21.66,-0.92,-0.79
0.75,0.459974939,-0.00288009,21.44,-4.04,2.35
0.75,1.060516472,-0.00286635,21.14,-4.05,2.36
1,0.888765251,-0.002566117,21.1,-0.93,-0.77
1,0.397887705,-0.002468159,20.8,-0.92,-0.76
0.717242266,1.308614814,-0.003315677,20.58,-0.91,-0.75
0.885163976,0.078789414,-0.00306511,22.35,-0.86,-0.77
1.989085753,0.582559987,0.000336807,21.96,-3.92,2.36
0.073503067,0.872205064,0.0092836,19.98,-0.88,-0.72
1.933672862,0.782726932,-0.043216143,18.34,-0.82,-0.7
1.75,0.970424145,0.032672094,20.75,-0.81,-0.71
1.75,0.45870254,0.000808554,19.49,-3.9,2.43
1.25,1.413939191,0.003161239,19.61,-3.89,2.42
2,0.765107935,0.003395539,19.22,-3.89,2.43
1.75,0.747238089,0.002198542,19.57,-3.89,2.43
2,1.847422898,0.003400069,19.28,-3.88,2.42
1.5,0.68631606,0.001892123,19.34,-0.76,-0.71
0.151538278,1.070462441,0.003091173,19.21,-3.86,2.42
1.5,1.219039077,0.004904719,19.28,-3.88,2.42
1.84604688,0.051241135,0.005730163,18.69,-3.91,2.44
0.667713261,0.902663867,-0.094927728,18.16,-0.75,-0.7
2,1.519502664,0.052122588,19.94,-0.83,-0.7
0.779163526,0.636983015,0.003391889,18.9,-3.87,2.43
2,1.905701474,0.003498191,19.02,-0.73,-0.72
1.620376709,0.420399661,0.002758094,19.21,-0.74,-0.73
2,2,0.003516987,19.3,-3.86,2.4
2,1.75,0.003903554,19.54,-0.76,-0.75
1.75,1,0.002926029,19.75,-0.76,-0.76
1.75,1,0.001950884,20.05,-3.91,2.38
1.25,0,0.003160164,20.1,-3.89,2.36
0.367346804,0,0.003211003,20.38,-3.91,2.35
0.777134992,0.111102431,-0.159454064,18.91,-0.98,-0.69
